ID,Command,Log File,Result,All Detected Rules
15,"awk 'BEGIN {system(""/bin/\sh"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack15.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
16,"awk 'BEGIN {system(""/bin/s\tsh"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack16.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
17,"awk 'BEGIN {system(""/bin/sh"")#comment}'",Suspicious_Invocation_of_Shell_via_AWK_attack17.log,Trigger: Suspicious Invocation of Shell via AWK - Linux,Syslog Clearing or Removal Via System Utilities | Suspicious Invocation of Shell via AWK - Linux
18,"awk 'BEGIN {system(""/bin/sh"")/*insert*/}'",Suspicious_Invocation_of_Shell_via_AWK_attack18.log,Trigger: Suspicious Invocation of Shell via AWK - Linux,Syslog Clearing or Removal Via System Utilities | Suspicious Invocation of Shell via AWK - Linux
19,"awk 'BEGIN {system(""/bin/sh"" /*hack*/)}'",Suspicious_Invocation_of_Shell_via_AWK_attack19.log,Trigger: Suspicious Invocation of Shell via AWK - Linux,Syslog Clearing or Removal Via System Utilities | Suspicious Invocation of Shell via AWK - Linux
20,"awk 'BEGIN {system(""/bin/""sh"""")}'",Suspicious_Invocation_of_Shell_via_AWK_attack20.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
21,"awk 'BEGIN {system(""/bin"" ""/sh"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack21.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
22,"awk 'BEGIN {system(""/bi"" ""n/sh"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack22.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
23,"awk 'BEGIN {system(""/bin/sh"" ""\n"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack23.log,Log Error (Result Not Found),
24,"awk 'BEGIN {system(""/bin"" ""//sh"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack24.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
25,"awk 'BEGIN {system(""/bin/sh"" ""//"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack25.log,Trigger: Suspicious Invocation of Shell via AWK - Linux,Syslog Clearing or Removal Via System Utilities | Suspicious Invocation of Shell via AWK - Linux
26,"awk 'BEGIN {system(""/bin/sh"" "" "") }'",Suspicious_Invocation_of_Shell_via_AWK_attack26.log,Trigger: Suspicious Invocation of Shell via AWK - Linux,Syslog Clearing or Removal Via System Utilities | Suspicious Invocation of Shell via AWK - Linux
27,"awk 'BEGIN {system(""/b\\in/sh"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack27.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
28,"awk 'BEGIN {system(""/bin\\sh"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack28.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
29,"awk 'BEGIN {system(""/bin/sh "")}'",Suspicious_Invocation_of_Shell_via_AWK_attack29.log,Trigger: Suspicious Invocation of Shell via AWK - Linux,Syslog Clearing or Removal Via System Utilities | Suspicious Invocation of Shell via AWK - Linux
30,"awk 'BEGIN {system(""/bin/sh""/*bypass*/)}'",Suspicious_Invocation_of_Shell_via_AWK_attack30.log,Trigger: Suspicious Invocation of Shell via AWK - Linux,Syslog Clearing or Removal Via System Utilities | Suspicious Invocation of Shell via AWK - Linux
31,"awk 'BEGIN {system(""/bin/sh"" ""\t"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack31.log,Trigger: Suspicious Invocation of Shell via AWK - Linux,Syslog Clearing or Removal Via System Utilities | Suspicious Invocation of Shell via AWK - Linux
32,"awk 'BEGIN {system(""/b""""in/""""sh"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack32.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
33,"awk 'BEGIN {system(""/bin/"" ""sh"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack33.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
34,"awk 'BEGIN {system(""/bi\nn/sh"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack34.log,Log Error (Result Not Found),
35,"awk 'BEGIN {system(""/bin/s\nh"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack35.log,Log Error (Result Not Found),
36,"awk 'BEGIN {system(""/b\\in\\sh"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack36.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
37,"awk 'BEGIN {system(""/bin/sh\x00"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack37.log,Trigger: Suspicious Invocation of Shell via AWK - Linux,Syslog Clearing or Removal Via System Utilities | Suspicious Invocation of Shell via AWK - Linux
38,"awk 'BEGIN {system(""/bin/sh"" ""\r"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack38.log,Trigger: Suspicious Invocation of Shell via AWK - Linux,Syslog Clearing or Removal Via System Utilities | Suspicious Invocation of Shell via AWK - Linux
39,"awk 'BEGIN {system(""/bi\t\nn/s\rh"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack39.log,Log Error (Result Not Found),
40,"awk 'BEGIN {system(""/bin/sh"" ""\x20"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack40.log,Trigger: Suspicious Invocation of Shell via AWK - Linux,Syslog Clearing or Removal Via System Utilities | Suspicious Invocation of Shell via AWK - Linux
41,"awk 'BEGIN {system(""/bin/sh"" ""#injected"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack41.log,Trigger: Suspicious Invocation of Shell via AWK - Linux,Syslog Clearing or Removal Via System Utilities | Suspicious Invocation of Shell via AWK - Linux
42,"awk 'BEGIN {system(""/bin"" ""/sh"" """")}'",Suspicious_Invocation_of_Shell_via_AWK_attack42.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
43,"awk 'BEGIN {system(""/bin/sh"" /*evasion*/) }'",Suspicious_Invocation_of_Shell_via_AWK_attack43.log,Trigger: Suspicious Invocation of Shell via AWK - Linux,Syslog Clearing or Removal Via System Utilities | Suspicious Invocation of Shell via AWK - Linux
44,"awk 'BEGIN {system(""/bin/sh"" /* obfuscated */)}'",Suspicious_Invocation_of_Shell_via_AWK_attack44.log,Trigger: Suspicious Invocation of Shell via AWK - Linux,Syslog Clearing or Removal Via System Utilities | Suspicious Invocation of Shell via AWK - Linux
45,"awk 'BEGIN {system(""/bi""""n/""""sh"" )}'",Suspicious_Invocation_of_Shell_via_AWK_attack45.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
46,"awk 'BEGIN {system(""/bin/sh"" "" "")#extra}'",Suspicious_Invocation_of_Shell_via_AWK_attack46.log,Trigger: Suspicious Invocation of Shell via AWK - Linux,Syslog Clearing or Removal Via System Utilities | Suspicious Invocation of Shell via AWK - Linux
47,"awk 'BEGIN {system(""/bin/s\\h"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack47.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
48,"awk 'BEGIN {system(""/bi\\n/sh"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack48.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
49,"awk 'BEGIN {system(""/bin"" + ""/sh"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack49.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
50,"awk 'BEGIN {system(""/bi""+""n/sh"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack50.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
51,"awk 'BEGIN {system(""/bin/"" + ""sh"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack51.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
52,"gawk 'BEGIN {system(""/bin/sh"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack52.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
53,"nawk 'BEGIN {system(""/bin/sh"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack53.log,Trigger: Suspicious Invocation of Shell via AWK - Linux,Syslog Clearing or Removal Via System Utilities | Suspicious Invocation of Shell via AWK - Linux
54,"mawk 'BEGIN {system(""/bin/sh"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack54.log,Trigger: Suspicious Invocation of Shell via AWK - Linux,Syslog Clearing or Removal Via System Utilities | Suspicious Invocation of Shell via AWK - Linux
55,"awk 'BEGIN {system(""/bin/bash"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack55.log,Trigger: Suspicious Invocation of Shell via AWK - Linux,Syslog Clearing or Removal Via System Utilities | Suspicious Invocation of Shell via AWK - Linux
56,"awk 'BEGIN {system(""/bin/dash"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack56.log,Trigger: Suspicious Invocation of Shell via AWK - Linux,Syslog Clearing or Removal Via System Utilities | Suspicious Invocation of Shell via AWK - Linux
57,"awk 'BEGIN {system(""/bin/zsh"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack57.log,Trigger: Suspicious Invocation of Shell via AWK - Linux,Syslog Clearing or Removal Via System Utilities | Suspicious Invocation of Shell via AWK - Linux
58,"awk 'BEGIN {system(""/bin/fish"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack58.log,Trigger: Suspicious Invocation of Shell via AWK - Linux,Syslog Clearing or Removal Via System Utilities | Suspicious Invocation of Shell via AWK - Linux
59,"gawk 'BEGIN {system(""/bin/bash"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack59.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
60,"nawk 'BEGIN {system(""/bin/zsh"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack60.log,Trigger: Suspicious Invocation of Shell via AWK - Linux,Syslog Clearing or Removal Via System Utilities | Suspicious Invocation of Shell via AWK - Linux
61,"mawk 'BEGIN {system(""/bin/dash"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack61.log,Trigger: Suspicious Invocation of Shell via AWK - Linux,Syslog Clearing or Removal Via System Utilities | Suspicious Invocation of Shell via AWK - Linux
62,"awk 'BEGIN {system(""/usr/bin/sh"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack62.log,Trigger: Suspicious Invocation of Shell via AWK - Linux,Syslog Clearing or Removal Via System Utilities | Suspicious Invocation of Shell via AWK - Linux
63,"gawk 'BEGIN {system(""/usr/bin/bash"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack63.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
64,"awk 'BEGIN {system(""/usr/local/bin/sh"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack64.log,Trigger: Suspicious Invocation of Shell via AWK - Linux,Syslog Clearing or Removal Via System Utilities | Suspicious Invocation of Shell via AWK - Linux
65,"awk 'BEGIN {system(""/sbin/sh"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack65.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
66,"awk 'BEGIN {system(""/bin//sh"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack66.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
67,"awk 'BEGIN {system(""/bin/sh -i"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack67.log,Trigger: Suspicious Invocation of Shell via AWK - Linux,Syslog Clearing or Removal Via System Utilities | Suspicious Invocation of Shell via AWK - Linux
68,"gawk 'BEGIN {system(""/bin/sh -i"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack68.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
69,"nawk 'BEGIN {system(""/bin/sh -i"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack69.log,Trigger: Suspicious Invocation of Shell via AWK - Linux,Syslog Clearing or Removal Via System Utilities | Suspicious Invocation of Shell via AWK - Linux
70,"awk 'BEGIN {system(""/bin/sh"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack70.log,Trigger: Suspicious Invocation of Shell via AWK - Linux,Syslog Clearing or Removal Via System Utilities | Suspicious Invocation of Shell via AWK - Linux
71,awk 'BEGIN {system('/bin/sh')}',Suspicious_Invocation_of_Shell_via_AWK_attack71.log,Trigger: Suspicious Invocation of Shell via AWK - Linux,Syslog Clearing or Removal Via System Utilities | Suspicious Invocation of Shell via AWK - Linux
72,"awk ""BEGIN {system('/bin/sh')}""",Suspicious_Invocation_of_Shell_via_AWK_attack72.log,Trigger: Suspicious Invocation of Shell via AWK - Linux,Syslog Clearing or Removal Via System Utilities | Suspicious Invocation of Shell via AWK - Linux
73,"awk ""BEGIN {system(""/bin/sh"")}""",Suspicious_Invocation_of_Shell_via_AWK_attack73.log,Trigger: Suspicious Invocation of Shell via AWK - Linux,Syslog Clearing or Removal Via System Utilities | Suspicious Invocation of Shell via AWK - Linux
74,"awk ""BEGIN {system('/bin/bash')}""",Suspicious_Invocation_of_Shell_via_AWK_attack74.log,Trigger: Suspicious Invocation of Shell via AWK - Linux,Syslog Clearing or Removal Via System Utilities | Suspicious Invocation of Shell via AWK - Linux
75,"gawk ""BEGIN {system('/bin/zsh')}""",Suspicious_Invocation_of_Shell_via_AWK_attack75.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
76,"nawk ""BEGIN {system('/bin/dash')}""",Suspicious_Invocation_of_Shell_via_AWK_attack76.log,Trigger: Suspicious Invocation of Shell via AWK - Linux,Syslog Clearing or Removal Via System Utilities | Suspicious Invocation of Shell via AWK - Linux
77,"mawk ""BEGIN {system('/bin/fish')}""",Suspicious_Invocation_of_Shell_via_AWK_attack77.log,Trigger: Suspicious Invocation of Shell via AWK - Linux,Syslog Clearing or Removal Via System Utilities | Suspicious Invocation of Shell via AWK - Linux
78,"awk 'BEGIN {system(""/bin/sh"");}'",Suspicious_Invocation_of_Shell_via_AWK_attack78.log,Trigger: Suspicious Invocation of Shell via AWK - Linux,Syslog Clearing or Removal Via System Utilities | Suspicious Invocation of Shell via AWK - Linux
79,"gawk 'BEGIN {system(""/bin/sh"");}'",Suspicious_Invocation_of_Shell_via_AWK_attack79.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
80,"awk 'BEGIN {system(""/bin\sh"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack80.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
81,"awk 'BEGIN {system(""/bin/sh "")}'",Suspicious_Invocation_of_Shell_via_AWK_attack81.log,Trigger: Suspicious Invocation of Shell via AWK - Linux,Syslog Clearing or Removal Via System Utilities | Suspicious Invocation of Shell via AWK - Linux
82,"awk 'BEGIN {system(""/bin/sh >&2"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack82.log,Trigger: Suspicious Invocation of Shell via AWK - Linux,Syslog Clearing or Removal Via System Utilities | Suspicious Invocation of Shell via AWK - Linux
83,"gawk 'BEGIN {system(""/bin/sh</dev/null"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack83.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
84,"awk 'BEGIN {system(""/bin/sh 0<&1"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack84.log,Trigger: Suspicious Invocation of Shell via AWK - Linux,Syslog Clearing or Removal Via System Utilities | Suspicious Invocation of Shell via AWK - Linux
85,"gawk 'BEGIN {system(""/bin/sh 2>&1"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack85.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
86,"nawk 'BEGIN {system(""/bin/sh 1>&2"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack86.log,Trigger: Suspicious Invocation of Shell via AWK - Linux,Syslog Clearing or Removal Via System Utilities | Suspicious Invocation of Shell via AWK - Linux
87,"mawk 'BEGIN {system(""/bin/sh #comment"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack87.log,Trigger: Suspicious Invocation of Shell via AWK - Linux,Syslog Clearing or Removal Via System Utilities | Suspicious Invocation of Shell via AWK - Linux
88,"gawk 'BEGIN {system(""/bin/sh --norc"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack88.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
89,"awk 'BEGIN {system(""/bin/sh -c true"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack89.log,Trigger: Suspicious Invocation of Shell via AWK - Linux,Syslog Clearing or Removal Via System Utilities | Suspicious Invocation of Shell via AWK - Linux
90,"awk 'BEGIN {system(""/bin/sh; echo OK"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack90.log,Trigger: Suspicious Invocation of Shell via AWK - Linux,Syslog Clearing or Removal Via System Utilities | Suspicious Invocation of Shell via AWK - Linux
91,"awk 'BEGIN {system(""/bin/sh || true"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack91.log,Trigger: Suspicious Invocation of Shell via AWK - Linux,Syslog Clearing or Removal Via System Utilities | Suspicious Invocation of Shell via AWK - Linux
92,"gawk 'BEGIN {system(""/bin/sh && true"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack92.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
93,"mawk 'BEGIN {system(""/bin/sh;#"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack93.log,Trigger: Suspicious Invocation of Shell via AWK - Linux,Syslog Clearing or Removal Via System Utilities | Suspicious Invocation of Shell via AWK - Linux
94,"nawk 'BEGIN {system(""/bin/sh\t"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack94.log,Trigger: Suspicious Invocation of Shell via AWK - Linux,Syslog Clearing or Removal Via System Utilities | Suspicious Invocation of Shell via AWK - Linux
95,"awk 'BEGIN {system(""/bin/sh "") #note}'",Suspicious_Invocation_of_Shell_via_AWK_attack95.log,Trigger: Suspicious Invocation of Shell via AWK - Linux,Syslog Clearing or Removal Via System Utilities | Suspicious Invocation of Shell via AWK - Linux
96,"awk 'BEGIN {system(""/bin/sh | cat"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack96.log,Trigger: Suspicious Invocation of Shell via AWK - Linux,Syslog Clearing or Removal Via System Utilities | Suspicious Invocation of Shell via AWK - Linux
97,"awk 'BEGIN {system(""/bin/sh && :"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack97.log,Trigger: Suspicious Invocation of Shell via AWK - Linux,Syslog Clearing or Removal Via System Utilities | Suspicious Invocation of Shell via AWK - Linux
98,"awk 'BEGIN {system(""/bin/sh -s"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack98.log,Trigger: Suspicious Invocation of Shell via AWK - Linux,Syslog Clearing or Removal Via System Utilities | Suspicious Invocation of Shell via AWK - Linux
99,"awk 'BEGIN {system(""/bin/sh --login"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack99.log,Trigger: Suspicious Invocation of Shell via AWK - Linux,Syslog Clearing or Removal Via System Utilities | Suspicious Invocation of Shell via AWK - Linux
100,"gawk 'BEGIN {system(""/bin/sh --posix"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack100.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
101,"awk 'BEGIN {system(""/bin/sh -"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack101.log,Trigger: Suspicious Invocation of Shell via AWK - Linux,Syslog Clearing or Removal Via System Utilities | Suspicious Invocation of Shell via AWK - Linux
102,"awk 'BEGIN{system(""/bin/sh"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack102.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
103,"awk BEGIN{system(""/bin/sh"")}",Suspicious_Invocation_of_Shell_via_AWK_attack103.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
104,awk 'BEGIN{system(/bin/sh)}',Suspicious_Invocation_of_Shell_via_AWK_attack104.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
105,awk 'BEGIN {system(/bin/sh)}',Suspicious_Invocation_of_Shell_via_AWK_attack105.log,Trigger: Suspicious Invocation of Shell via AWK - Linux,Syslog Clearing or Removal Via System Utilities | Suspicious Invocation of Shell via AWK - Linux
106,"awk BEGIN {system(""/bin/sh"")}",Suspicious_Invocation_of_Shell_via_AWK_attack106.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
107,"awk 'BEGIN system(""/bin/sh"")'",Suspicious_Invocation_of_Shell_via_AWK_attack107.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
108,"awk BEGIN system(""/bin/sh"")",Suspicious_Invocation_of_Shell_via_AWK_attack108.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
109,"awk 'BEGIN{system(""/bin/sh"")",Suspicious_Invocation_of_Shell_via_AWK_attack109.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
110,"awk BEGIN{system(""/bin/sh"")",Suspicious_Invocation_of_Shell_via_AWK_attack110.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
111,awk BEGIN system(/bin/sh),Suspicious_Invocation_of_Shell_via_AWK_attack111.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
112,awk BEGIN{system(/bin/sh)},Suspicious_Invocation_of_Shell_via_AWK_attack112.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
113,"awk BEGIN system(""/bin/sh""",Suspicious_Invocation_of_Shell_via_AWK_attack113.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
114,"awk 'BEGIN{system ""/bin/sh""}'",Suspicious_Invocation_of_Shell_via_AWK_attack114.log,Log Error (Result Not Found),
115,"awk 'BEGIN system(""/bin/sh""}'",Suspicious_Invocation_of_Shell_via_AWK_attack115.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
116,awk 'BEGIN system /bin/sh',Suspicious_Invocation_of_Shell_via_AWK_attack116.log,Log Error (Result Not Found),
117,awk 'BEGIN {system /bin/sh}',Suspicious_Invocation_of_Shell_via_AWK_attack117.log,Log Error (Result Not Found),
118,awk 'BEGIN {system /bin/sh}',Suspicious_Invocation_of_Shell_via_AWK_attack118.log,Log Error (Result Not Found),
119,awk BEGIN {system /bin/sh},Suspicious_Invocation_of_Shell_via_AWK_attack119.log,Log Error (Result Not Found),
120,awk 'BEGIN system /bin/sh',Suspicious_Invocation_of_Shell_via_AWK_attack120.log,Log Error (Result Not Found),
121,awk BEGIN system /bin/sh,Suspicious_Invocation_of_Shell_via_AWK_attack121.log,Log Error (Result Not Found),
122,"awk 'BEGIN{system""/bin/sh""}'",Suspicious_Invocation_of_Shell_via_AWK_attack122.log,Log Error (Result Not Found),
123,"awk BEGIN{system""/bin/sh""}",Suspicious_Invocation_of_Shell_via_AWK_attack123.log,Log Error (Result Not Found),
124,"awk BEGIN{system ""/bin/sh""}",Suspicious_Invocation_of_Shell_via_AWK_attack124.log,Log Error (Result Not Found),
125,"awk BEGIN system""/bin/sh""",Suspicious_Invocation_of_Shell_via_AWK_attack125.log,Log Error (Result Not Found),
126,"awk 'BEGIN system""/bin/sh""'",Suspicious_Invocation_of_Shell_via_AWK_attack126.log,Log Error (Result Not Found),
127,"awk 'BEGIN{system ""/bin/sh""}'",Suspicious_Invocation_of_Shell_via_AWK_attack127.log,Log Error (Result Not Found),
128,"awk 'BEGIN{system ""/bin/sh""}'",Suspicious_Invocation_of_Shell_via_AWK_attack128.log,Log Error (Result Not Found),
129,"awk 'BEGIN { system(""/bin/sh"") }'",Suspicious_Invocation_of_Shell_via_AWK_attack129.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
130,"awk BEGIN { system(""/bin/sh"") }",Suspicious_Invocation_of_Shell_via_AWK_attack130.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
131,"awk 'BEGIN {system(""/bin/sh"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack131.log,Trigger: Suspicious Invocation of Shell via AWK - Linux,Syslog Clearing or Removal Via System Utilities | Suspicious Invocation of Shell via AWK - Linux
132,"awk 'BEGIN{ system(""/bin/sh"") }'",Suspicious_Invocation_of_Shell_via_AWK_attack132.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
133,"awk 'BEGIN{system(""/bin/sh"");}'",Suspicious_Invocation_of_Shell_via_AWK_attack133.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
134,"awk 'BEGIN{system(""/bin/sh"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack134.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
135,"awk 'BEGIN{system(""/bin/sh"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack135.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
136,"awk 'BEGIN{system(""/bin/sh"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack136.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
137,"awk 'BEGIN{system(""/bin/sh"")}'",Suspicious_Invocation_of_Shell_via_AWK_attack137.log,Bypass Target Rule,Syslog Clearing or Removal Via System Utilities
