ID,Command,Log File,Result,All Detected Rules
21,/bin/echo 'IyEvYmluL2Jhc2gKZWNobyAiU2ltdWxhdGluZyBNYWxpY2lvdXMgUGF5bG9hZCI=' | base64 -d | /bin/bash,Linux_Base64_Encoded_Shebang_In_CLI_attack21.log,Trigger: Linux Base64 Encoded Shebang In CLI,Syslog Clearing or Removal Via System Utilities | Linux Base64 Encoded Shebang In CLI | Decode Base64 Encoded Text
22,"printf %s ""IyEvYmluL2Jhc2gKZWNobyAiU2ltdWxhdGluZyBNYWxpY2lvdXMgUGF5bG9hZCI="" | base64 -d | bash",Linux_Base64_Encoded_Shebang_In_CLI_attack22.log,Trigger: Linux Base64 Encoded Shebang In CLI,Syslog Clearing or Removal Via System Utilities | Linux Base64 Encoded Shebang In CLI | Linux Base64 Encoded Pipe to Shell | Decode Base64 Encoded Text
23,"base64 -d <<< ""IyEvYmluL2Jhc2gKZWNobyAiU2ltdWxhdGluZyBNYWxpY2lvdXMgUGF5bG9hZCI="" | bash",Linux_Base64_Encoded_Shebang_In_CLI_attack23.log,Trigger: Linux Base64 Encoded Shebang In CLI,Syslog Clearing or Removal Via System Utilities | Linux Base64 Encoded Shebang In CLI | Linux Base64 Encoded Pipe to Shell
24,"echo ""IyEvYmluL2Jhc2gKZWNobyAiU2ltdWxhdGluZyBNYWxpY2lvdXMgUGF5bG9hZCI="" | base64 --decode | /bin/sh",Linux_Base64_Encoded_Shebang_In_CLI_attack24.log,Trigger: Linux Base64 Encoded Shebang In CLI,Syslog Clearing or Removal Via System Utilities | Linux Base64 Encoded Shebang In CLI | Decode Base64 Encoded Text
25,"printf ""IyEvYmluL2Jhc2gKZWNobyAiU2ltdWxhdGluZyBNYWxpY2lvdXMgUGF5bG9hZCI="" | base64 -d | bash",Linux_Base64_Encoded_Shebang_In_CLI_attack25.log,Trigger: Linux Base64 Encoded Shebang In CLI,Syslog Clearing or Removal Via System Utilities | Linux Base64 Encoded Shebang In CLI | Linux Base64 Encoded Pipe to Shell | Decode Base64 Encoded Text
26,"echo -n ""IyEvYmluL2Jhc2gKZWNobyAiU2ltdWxhdGluZyBNYWxpY2lvdXMgUGF5bG9hZCI="" | base64 -d | sh",Linux_Base64_Encoded_Shebang_In_CLI_attack26.log,Trigger: Linux Base64 Encoded Shebang In CLI,Syslog Clearing or Removal Via System Utilities | Linux Base64 Encoded Shebang In CLI | Linux Base64 Encoded Pipe to Shell | Decode Base64 Encoded Text
27,"python3 -c 'import base64,os;os.system(base64.b64decode(""IyEvYmluL2Jhc2gKZWNobyAiU2ltdWxhdGluZyBNYWxpY2lvdXMgUGF5bG9hZCI="").decode())'",Linux_Base64_Encoded_Shebang_In_CLI_attack27.log,Log Error (Result Not Found),
28,"perl -MMIME::Base64 -e 'system(decode_base64(""IyEvYmluL2Jhc2gKZWNobyAiU2ltdWxhdGluZyBNYWxpY2lvdXMgUGF5bG9hZCI=""))'",Linux_Base64_Encoded_Shebang_In_CLI_attack28.log,Log Error (Result Not Found),
29,"echo ""IyEvYmluL2Jhc2gKZWNobyAiU2ltdWxhdGluZyBNYWxpY2lvdXMgUGF5bG9hZCI="" | /usr/bin/base64 -d | bash",Linux_Base64_Encoded_Shebang_In_CLI_attack29.log,Trigger: Linux Base64 Encoded Shebang In CLI,Syslog Clearing or Removal Via System Utilities | Linux Base64 Encoded Shebang In CLI | Linux Base64 Encoded Pipe to Shell | Decode Base64 Encoded Text
30,"sh -c ""$(echo 'IyEvYmluL2Jhc2gKZWNobyAiU2ltdWxhdGluZyBNYWxpY2lvdXMgUGF5bG9hZCI=' | base64 -d)""",Linux_Base64_Encoded_Shebang_In_CLI_attack30.log,Log Error (Result Not Found),
31,"bash -c ""$(echo IyEvYmluL2Jhc2gKZWNobyAiU2ltdWxhdGluZyBNYWxpY2lvdXMgUGF5bG9hZCI= | base64 -d)""",Linux_Base64_Encoded_Shebang_In_CLI_attack31.log,Log Error (Result Not Found),
32,export CMD=IyEvYmluL2Jhc2gKZWNobyAiU2ltdWxhdGluZyBNYWxpY2lvdXMgUGF5bG9hZCI=; echo $CMD | base64 -d | bash,Linux_Base64_Encoded_Shebang_In_CLI_attack32.log,Trigger: Linux Base64 Encoded Shebang In CLI,Syslog Clearing or Removal Via System Utilities | Linux Base64 Encoded Shebang In CLI | Linux Base64 Encoded Pipe to Shell | Decode Base64 Encoded Text
33,"VAR=""IyEvYmluL2Jhc2gKZWNobyAiU2ltdWxhdGluZyBNYWxpY2lvdXMgUGF5bG9hZCI=""; echo $VAR | base64 -d | bash",Linux_Base64_Encoded_Shebang_In_CLI_attack33.log,Trigger: Linux Base64 Encoded Shebang In CLI,Syslog Clearing or Removal Via System Utilities | Linux Base64 Encoded Shebang In CLI | Linux Base64 Encoded Pipe to Shell | Decode Base64 Encoded Text
34,echo IyEvYmluL2Jhc2gKZWNobyAiU2ltdWxhdGluZyBNYWxpY2lvdXMgUGF5bG9hZCI= | base64 -d | /bin/bash,Linux_Base64_Encoded_Shebang_In_CLI_attack34.log,Trigger: Linux Base64 Encoded Shebang In CLI,Syslog Clearing or Removal Via System Utilities | Linux Base64 Encoded Shebang In CLI | Decode Base64 Encoded Text
35,"echo 'IyEvYmluL2Jhc2gKZWNobyAiU2ltdWxhdGluZyBNYWxpY2lvdXMgUGF5bG9hZCI=' | base64 -d | eval ""$(cat)""",Linux_Base64_Encoded_Shebang_In_CLI_attack35.log,Trigger: Linux Base64 Encoded Shebang In CLI,Syslog Clearing or Removal Via System Utilities | Linux Base64 Encoded Shebang In CLI | Decode Base64 Encoded Text
36,echo 'IyEvYmluL2Jhc2gKZWNobyAiU2ltdWxhdGluZyBNYWxpY2lvdXMgUGF5bG9hZCI=' | base64 -d > /tmp/p.sh && bash /tmp/p.sh,Linux_Base64_Encoded_Shebang_In_CLI_attack36.log,Trigger: Linux Base64 Encoded Shebang In CLI,Syslog Clearing or Removal Via System Utilities | Execution Of Script Located In Potentially Suspicious Directory | Linux Base64 Encoded Shebang In CLI | Decode Base64 Encoded Text
37,base64 -d <<<IyEvYmluL2Jhc2gKZWNobyAiU2ltdWxhdGluZyBNYWxpY2lvdXMgUGF5bG9hZCI= | bash,Linux_Base64_Encoded_Shebang_In_CLI_attack37.log,Trigger: Linux Base64 Encoded Shebang In CLI,Syslog Clearing or Removal Via System Utilities | Linux Base64 Encoded Shebang In CLI | Linux Base64 Encoded Pipe to Shell
38,echo 'IyEvYmluL2Jhc2gKZWNobyAiU2ltdWxhdGluZyBNYWxpY2lvdXMgUGF5bG9hZCI=' | openssl base64 -d | bash,Linux_Base64_Encoded_Shebang_In_CLI_attack38.log,Trigger: Linux Base64 Encoded Shebang In CLI,Syslog Clearing or Removal Via System Utilities | Linux Base64 Encoded Shebang In CLI | Linux Base64 Encoded Pipe to Shell
39,"bash -c ""$(base64 -d <<< 'IyEvYmluL2Jhc2gKZWNobyAiU2ltdWxhdGluZyBNYWxpY2lvdXMgUGF5bG9hZCI=')""",Linux_Base64_Encoded_Shebang_In_CLI_attack39.log,Trigger: Linux Base64 Encoded Shebang In CLI,Syslog Clearing or Removal Via System Utilities | Linux Base64 Encoded Shebang In CLI
40,"bash <<< $(echo ""IyEvYmluL2Jhc2gKZWNobyAiU2ltdWxhdGluZyBNYWxpY2lvdXMgUGF5bG9hZCI="" | base64 -d)",Linux_Base64_Encoded_Shebang_In_CLI_attack40.log,Trigger: Linux Base64 Encoded Shebang In CLI,Syslog Clearing or Removal Via System Utilities | Linux Base64 Encoded Shebang In CLI
41,echo IyEvYmluL2Jhc2gKZWNobyAiU2ltdWxhdGluZyBNYWxpY2lvdXMgUGF5bG9hZCI= | tr -d '\n' | base64 -d | bash,Linux_Base64_Encoded_Shebang_In_CLI_attack41.log,Trigger: Linux Base64 Encoded Shebang In CLI,Syslog Clearing or Removal Via System Utilities | Linux Base64 Encoded Shebang In CLI | Linux Base64 Encoded Pipe to Shell | Decode Base64 Encoded Text
42,base64 -d <<<'IyEvYmluL2Jhc2gKZWNobyAiU2ltdWxhdGluZyBNYWxpY2lvdXMgUGF5bG9hZCI=' | bash,Linux_Base64_Encoded_Shebang_In_CLI_attack42.log,Trigger: Linux Base64 Encoded Shebang In CLI,Syslog Clearing or Removal Via System Utilities | Linux Base64 Encoded Shebang In CLI | Linux Base64 Encoded Pipe to Shell
43,"TMP=$(mktemp); echo ""IyEvYmluL2Jhc2gKZWNobyAiU2ltdWxhdGluZyBNYWxpY2lvdXMgUGF5bG9hZCI="" > $TMP; base64 -d $TMP | bash",Linux_Base64_Encoded_Shebang_In_CLI_attack43.log,Trigger: Linux Base64 Encoded Shebang In CLI,Syslog Clearing or Removal Via System Utilities | Linux Base64 Encoded Shebang In CLI | Linux Base64 Encoded Pipe to Shell | Decode Base64 Encoded Text
44,echo $'IyEvYmluL2Jhc2gKZWNobyAiU2ltdWxhdGluZyBNYWxpY2lvdXMgUGF5bG9hZCI=' | base64 -d | bash,Linux_Base64_Encoded_Shebang_In_CLI_attack44.log,Trigger: Linux Base64 Encoded Shebang In CLI,Syslog Clearing or Removal Via System Utilities | Linux Base64 Encoded Shebang In CLI | Linux Base64 Encoded Pipe to Shell | Decode Base64 Encoded Text
45,"sed 's/.*/&/' <<< ""IyEvYmluL2Jhc2gKZWNobyAiU2ltdWxhdGluZyBNYWxpY2lvdXMgUGF5bG9hZCI="" | base64 -d | bash",Linux_Base64_Encoded_Shebang_In_CLI_attack45.log,Trigger: Linux Base64 Encoded Shebang In CLI,Syslog Clearing or Removal Via System Utilities | Linux Base64 Encoded Shebang In CLI | Linux Base64 Encoded Pipe to Shell
46,"awk 'BEGIN{print ""IyEvYmluL2Jhc2gKZWNobyAiU2ltdWxhdGluZyBNYWxpY2lvdXMgUGF5bG9hZCI=""}' | base64 -d | bash",Linux_Base64_Encoded_Shebang_In_CLI_attack46.log,Trigger: Linux Base64 Encoded Shebang In CLI,Syslog Clearing or Removal Via System Utilities | Linux Base64 Encoded Shebang In CLI | Linux Base64 Encoded Pipe to Shell | Decode Base64 Encoded Text
47,"echo ""IyEvYmluL2Jhc2gKZWNobyAiU2ltdWxhdGluZyBNYWxpY2lvdXMgUGF5bG9hZCI="" | base64 -d | bash --noprofile --norc",Linux_Base64_Encoded_Shebang_In_CLI_attack47.log,Trigger: Linux Base64 Encoded Shebang In CLI,Syslog Clearing or Removal Via System Utilities | Linux Base64 Encoded Shebang In CLI | Linux Base64 Encoded Pipe to Shell | Decode Base64 Encoded Text
48,"openssl enc -d -base64 <<< ""IyEvYmluL2Jhc2gKZWNobyAiU2ltdWxhdGluZyBNYWxpY2lvdXMgUGF5bG9hZCI="" | bash",Linux_Base64_Encoded_Shebang_In_CLI_attack48.log,Trigger: Linux Base64 Encoded Shebang In CLI,Syslog Clearing or Removal Via System Utilities | Linux Base64 Encoded Shebang In CLI | Linux Base64 Encoded Pipe to Shell
49,"perl -e 'use MIME::Base64;system(decode_base64(""IyEvYmluL2Jhc2gKZWNobyAiU2ltdWxhdGluZyBNYWxpY2lvdXMgUGF5bG9hZCI=""))'",Linux_Base64_Encoded_Shebang_In_CLI_attack49.log,Log Error (Result Not Found),
50,echo IyEvYmluL2Jhc2gKZWNobyAiU2ltdWxhdGluZyBNYWxpY2lvdXMgUGF5bG9hZCI= | openssl base64 -A -d | /bin/bash,Linux_Base64_Encoded_Shebang_In_CLI_attack50.log,Trigger: Linux Base64 Encoded Shebang In CLI,Syslog Clearing or Removal Via System Utilities | Linux Base64 Encoded Shebang In CLI
51,"bash -s <<< ""$(echo IyEvYmluL2Jhc2gKZWNobyAiU2ltdWxhdGluZyBNYWxpY2lvdXMgUGF5bG9hZCI= | base64 -d)""",Linux_Base64_Encoded_Shebang_In_CLI_attack51.log,Trigger: Linux Base64 Encoded Shebang In CLI,Syslog Clearing or Removal Via System Utilities | Linux Base64 Encoded Shebang In CLI
52,"sh -c ""$(printf '%s' IyEvYmluL2Jhc2gKZWNobyAiU2ltdWxhdGluZyBNYWxpY2lvdXMgUGF5bG9hZCI= | base64 -d)""",Linux_Base64_Encoded_Shebang_In_CLI_attack52.log,Log Error (Result Not Found),
53,"zsh -c ""$(echo IyEvYmluL2Jhc2gKZWNobyAiU2ltdWxhdGluZyBNYWxpY2lvdXMgUGF5bG9hZCI= | base64 -d)""",Linux_Base64_Encoded_Shebang_In_CLI_attack53.log,Trigger: Linux Base64 Encoded Shebang In CLI,Syslog Clearing or Removal Via System Utilities | Linux Base64 Encoded Shebang In CLI | Decode Base64 Encoded Text
54,"dash -c ""$(echo IyEvYmluL2Jhc2gKZWNobyAiU2ltdWxhdGluZyBNYWxpY2lvdXMgUGF5bG9hZCI= | base64 -d)""",Linux_Base64_Encoded_Shebang_In_CLI_attack54.log,Log Error (Result Not Found),
55,. <(echo IyEvYmluL2Jhc2gKZWNobyAiU2ltdWxhdGluZyBNYWxpY2lvdXMgUGF5bG9hZCI= | base64 -d),Linux_Base64_Encoded_Shebang_In_CLI_attack55.log,Trigger: Linux Base64 Encoded Shebang In CLI,Syslog Clearing or Removal Via System Utilities | Linux Base64 Encoded Shebang In CLI
56,source <(base64 -d <<< IyEvYmluL2Jhc2gKZWNobyAiU2ltdWxhdGluZyBNYWxpY2lvdXMgUGF5bG9hZCI=),Linux_Base64_Encoded_Shebang_In_CLI_attack56.log,Trigger: Linux Base64 Encoded Shebang In CLI,Syslog Clearing or Removal Via System Utilities | Linux Base64 Encoded Shebang In CLI
57,printf IyEvYmluL2Jhc2gKZWNobyAiU2ltdWxhdGluZyBNYWxpY2lvdXMgUGF5bG9hZCI= | base64 -d | env bash,Linux_Base64_Encoded_Shebang_In_CLI_attack57.log,Trigger: Linux Base64 Encoded Shebang In CLI,Syslog Clearing or Removal Via System Utilities | Linux Base64 Encoded Shebang In CLI | Decode Base64 Encoded Text
58,cat <(echo IyEvYmluL2Jhc2gKZWNobyAiU2ltdWxhdGluZyBNYWxpY2lvdXMgUGF5bG9hZCI=) | base64 -d | bash,Linux_Base64_Encoded_Shebang_In_CLI_attack58.log,Trigger: Linux Base64 Encoded Shebang In CLI,Syslog Clearing or Removal Via System Utilities | Linux Base64 Encoded Shebang In CLI | Linux Base64 Encoded Pipe to Shell
59,base64 -d <(printf IyEvYmluL2Jhc2gKZWNobyAiU2ltdWxhdGluZyBNYWxpY2lvdXMgUGF5bG9hZCI=) | sh,Linux_Base64_Encoded_Shebang_In_CLI_attack59.log,Trigger: Linux Base64 Encoded Shebang In CLI,Syslog Clearing or Removal Via System Utilities | Linux Base64 Encoded Shebang In CLI | Linux Base64 Encoded Pipe to Shell
60,echo IyEvYmluL2Jhc2gKZWNobyAiU2ltdWxhdGluZyBNYWxpY2lvdXMgUGF5bG9hZCI= | sed '' | base64 -d | bash,Linux_Base64_Encoded_Shebang_In_CLI_attack60.log,Trigger: Linux Base64 Encoded Shebang In CLI,Syslog Clearing or Removal Via System Utilities | Linux Base64 Encoded Shebang In CLI | Linux Base64 Encoded Pipe to Shell | Decode Base64 Encoded Text
61,echo IyEvYmluL2Jhc2gKZWNobyAiU2ltdWxhdGluZyBNYWxpY2lvdXMgUGF5bG9hZCI= | awk '{print}' | base64 -d | bash,Linux_Base64_Encoded_Shebang_In_CLI_attack61.log,Trigger: Linux Base64 Encoded Shebang In CLI,Syslog Clearing or Removal Via System Utilities | Linux Base64 Encoded Shebang In CLI | Linux Base64 Encoded Pipe to Shell | Decode Base64 Encoded Text
62,"printf ""%s\n"" IyEvYmluL2Jhc2gKZWNobyAiU2ltdWxhdGluZyBNYWxpY2lvdXMgUGF5bG9hZCI= | base64 -d | sh",Linux_Base64_Encoded_Shebang_In_CLI_attack62.log,Trigger: Linux Base64 Encoded Shebang In CLI,Syslog Clearing or Removal Via System Utilities | Linux Base64 Encoded Shebang In CLI | Linux Base64 Encoded Pipe to Shell | Decode Base64 Encoded Text
63,"env sh -c ""$(base64 -d <<< IyEvYmluL2Jhc2gKZWNobyAiU2ltdWxhdGluZyBNYWxpY2lvdXMgUGF5bG9hZCI=)""",Linux_Base64_Encoded_Shebang_In_CLI_attack63.log,Trigger: Linux Base64 Encoded Shebang In CLI,Syslog Clearing or Removal Via System Utilities | Linux Base64 Encoded Shebang In CLI
64,TMP=$(mktemp); base64 -d <<< IyEvYmluL2Jhc2gKZWNobyAiU2ltdWxhdGluZyBNYWxpY2lvdXMgUGF5bG9hZCI= > $TMP; sh $TMP,Linux_Base64_Encoded_Shebang_In_CLI_attack64.log,Trigger: Linux Base64 Encoded Shebang In CLI,Syslog Clearing or Removal Via System Utilities | Linux Base64 Encoded Shebang In CLI
65,echo IyEvYmluL2Jhc2gKZWNobyAiU2ltdWxhdGluZyBNYWxpY2lvdXMgUGF5bG9hZCI= | perl -MMIME::Base64 -ne 'print decode_base64($_)' | bash,Linux_Base64_Encoded_Shebang_In_CLI_attack65.log,Trigger: Linux Base64 Encoded Shebang In CLI,Syslog Clearing or Removal Via System Utilities | Linux Base64 Encoded Shebang In CLI | Linux Base64 Encoded Pipe to Shell
66,echo IyEvYmluL2Jhc2gKZWNobyAiU2ltdWxhdGluZyBNYWxpY2lvdXMgUGF5bG9hZCI= | base64 -d | /usr/bin/env bash,Linux_Base64_Encoded_Shebang_In_CLI_attack66.log,Trigger: Linux Base64 Encoded Shebang In CLI,Syslog Clearing or Removal Via System Utilities | Linux Base64 Encoded Shebang In CLI | Decode Base64 Encoded Text
67,bash < <(echo IyEvYmluL2Jhc2gKZWNobyAiU2ltdWxhdGluZyBNYWxpY2lvdXMgUGF5bG9hZCI= | base64 -d),Linux_Base64_Encoded_Shebang_In_CLI_attack67.log,Trigger: Linux Base64 Encoded Shebang In CLI,Syslog Clearing or Removal Via System Utilities | Linux Base64 Encoded Shebang In CLI
68,/bin/echo IyEvYmluL2Jhc2gKZWNobyAiU2ltdWxhdGluZyBNYWxpY2lvdXMgUGF5bG9hZCI= | base64 -d | sh,Linux_Base64_Encoded_Shebang_In_CLI_attack68.log,Trigger: Linux Base64 Encoded Shebang In CLI,Syslog Clearing or Removal Via System Utilities | Linux Base64 Encoded Shebang In CLI | Linux Base64 Encoded Pipe to Shell | Decode Base64 Encoded Text
69,/bin/echo IyEvYmluL2Jhc2gKZWNobyAiU2ltdWxhdGluZyBNYWxpY2lvdXMgUGF5bG9hZCI= | base64 -d | /bin/sh,Linux_Base64_Encoded_Shebang_In_CLI_attack69.log,Trigger: Linux Base64 Encoded Shebang In CLI,Syslog Clearing or Removal Via System Utilities | Linux Base64 Encoded Shebang In CLI | Decode Base64 Encoded Text
70,base64 -d <<< IyEvYmluL2Jhc2gKZWNobyAiU2ltdWxhdGluZyBNYWxpY2lvdXMgUGF5bG9hZCI= | bash,Linux_Base64_Encoded_Shebang_In_CLI_attack70.log,Trigger: Linux Base64 Encoded Shebang In CLI,Syslog Clearing or Removal Via System Utilities | Linux Base64 Encoded Shebang In CLI | Linux Base64 Encoded Pipe to Shell
