ID,Command,Log File,Result,All Detected Rules
21,"sudo apt -o ""APT::Update::Pre-Invoke::= 'whoami'; find /home /root -name id_rsa -o -name '*.conf' 2>/dev/null"" update -qq",Shell_Invocation_via_Apt_attack21.log,Trigger: Shell Invocation via Apt - Linux,Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux | Shell Invocation via Apt - Linux | File and Directory Discovery - Linux | Chmod Suspicious Directory | File Deletion
22,"sudo apt -o ""APT::Update::Pre-Invoke::=whoami ; find /home /root -name 'id_rsa' -o -name '*.conf' 2>/dev/null ;"" update -qq",Shell_Invocation_via_Apt_attack22.log,Trigger: Shell Invocation via Apt - Linux,Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux | Shell Invocation via Apt - Linux | File and Directory Discovery - Linux | Chmod Suspicious Directory | File Deletion
23,"sudo apt -o ""APT::Update::Pre-Invoke::= $(echo whoami); find /home /root -name id_rsa -o -name '*.conf' 2>/dev/null"" update -qq",Shell_Invocation_via_Apt_attack23.log,Trigger: Shell Invocation via Apt - Linux,Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux | Shell Invocation via Apt - Linux | File and Directory Discovery - Linux | Chmod Suspicious Directory | File Deletion
24,"sudo apt -o ""APT::Update::Pre-Invoke::=whoami; find /home /root -type f \( -name id_rsa -o -name '*.conf' \) 2>/dev/null"" update -qq",Shell_Invocation_via_Apt_attack24.log,Trigger: Shell Invocation via Apt - Linux,Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux | Shell Invocation via Apt - Linux | File and Directory Discovery - Linux | Chmod Suspicious Directory | File Deletion
25,"sudo apt -o ""APT::Update::Pre-Invoke::=whoami ; find /home /root -name 'id_rsa' -o -name '*.conf' 2>/dev/null || echo done"" update -qq",Shell_Invocation_via_Apt_attack25.log,Trigger: Shell Invocation via Apt - Linux,Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux | Shell Invocation via Apt - Linux | File and Directory Discovery - Linux | Chmod Suspicious Directory | File Deletion
26,"sudo apt -o ""APT::Update::Pre-Invoke::=whoami; echo check && find /home /root -name id_rsa -o -name '*.conf' 2>/dev/null"" update -qq",Shell_Invocation_via_Apt_attack26.log,Trigger: Shell Invocation via Apt - Linux,Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux | Shell Invocation via Apt - Linux | File and Directory Discovery - Linux | Chmod Suspicious Directory | File Deletion
27,"sudo apt -o ""APT::Update::Pre-Invoke::=whoami && find /home /root -name id_rsa -o -name '*.conf' 2>/dev/null"" update -qq",Shell_Invocation_via_Apt_attack27.log,Trigger: Shell Invocation via Apt - Linux,Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux | Shell Invocation via Apt - Linux | File and Directory Discovery - Linux | Chmod Suspicious Directory | File Deletion
28,"sudo apt -o ""APT::Update::Pre-Invoke::=whoami && echo marker; find /home /root -name id_rsa -o -name '*.conf' 2>/dev/null"" update -qq",Shell_Invocation_via_Apt_attack28.log,Trigger: Shell Invocation via Apt - Linux,Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux | Shell Invocation via Apt - Linux | File and Directory Discovery - Linux | Chmod Suspicious Directory | File Deletion
29,"sudo apt -o ""APT::Update::Pre-Invoke::=whoami; find /home -name id_rsa -o -name '*.conf' 2>/dev/null; echo done"" update -qq",Shell_Invocation_via_Apt_attack29.log,Trigger: Shell Invocation via Apt - Linux,Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux | Shell Invocation via Apt - Linux | File and Directory Discovery - Linux | Chmod Suspicious Directory | File Deletion
30,"sudo apt -o 'APT::Update::Pre-Invoke::= whoami ; find /home -name id_rsa -o -name ""*.conf"" 2>/dev/null' update -qq",Shell_Invocation_via_Apt_attack30.log,Trigger: Shell Invocation via Apt - Linux,Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux | Shell Invocation via Apt - Linux | File and Directory Discovery - Linux | Chmod Suspicious Directory | File Deletion
31,"sudo apt -o ""APT::Update::Pre-Invoke::=whoami;find /home /root \( -name id_rsa -or -name '*.conf' \) 2>/dev/null"" update -qq",Shell_Invocation_via_Apt_attack31.log,Trigger: Shell Invocation via Apt - Linux,Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux | Shell Invocation via Apt - Linux | File and Directory Discovery - Linux | Chmod Suspicious Directory | File Deletion
32,"sudo apt -o ""APT::Update::Pre-Invoke::=whoami && find /home -name '*.conf' 2>/dev/null || true"" update -qq",Shell_Invocation_via_Apt_attack32.log,Trigger: Shell Invocation via Apt - Linux,Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux | Shell Invocation via Apt - Linux | File and Directory Discovery - Linux | Chmod Suspicious Directory | File Deletion
33,"sudo apt -o ""APT::Update::Pre-Invoke::=whoami ; :; find /home -name id_rsa -o -name '*.conf' 2>/dev/null"" update -qq",Shell_Invocation_via_Apt_attack33.log,Trigger: Shell Invocation via Apt - Linux,Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux | Shell Invocation via Apt - Linux | File and Directory Discovery - Linux | Chmod Suspicious Directory | File Deletion
34,"sudo apt -o ""APT::Update::Pre-Invoke::=find /home /root -name id_rsa -o -name '*.conf' 2>/dev/null ; whoami"" update -qq",Shell_Invocation_via_Apt_attack34.log,Trigger: Shell Invocation via Apt - Linux,Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux | Shell Invocation via Apt - Linux | File and Directory Discovery - Linux | Chmod Suspicious Directory | File Deletion
35,"sudo apt -o ""APT::Update::Pre-Invoke::=echo test; whoami; find /home /root -name id_rsa -o -name '*.conf' 2>/dev/null"" update -qq",Shell_Invocation_via_Apt_attack35.log,Trigger: Shell Invocation via Apt - Linux,Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux | Shell Invocation via Apt - Linux | File and Directory Discovery - Linux | Chmod Suspicious Directory | File Deletion
36,"sudo apt -o ""APT::Update::Pre-Invoke::=whoami; printf ok; find /home /root -name id_rsa -o -name '*.conf' 2>/dev/null"" update -qq",Shell_Invocation_via_Apt_attack36.log,Trigger: Shell Invocation via Apt - Linux,Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux | Shell Invocation via Apt - Linux | File and Directory Discovery - Linux | Chmod Suspicious Directory | File Deletion
37,"sudo apt -o ""APT::Update::Pre-Invoke::=sleep 1; whoami; find /home -name '*.conf' 2>/dev/null"" update -qq",Shell_Invocation_via_Apt_attack37.log,Trigger: Shell Invocation via Apt - Linux,Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux | Shell Invocation via Apt - Linux | File and Directory Discovery - Linux | Chmod Suspicious Directory | File Deletion
38,"sudo apt -o ""APT::Update::Pre-Invoke::=whoami | cat; find /home -name '*.conf' 2>/dev/null"" update -qq",Shell_Invocation_via_Apt_attack38.log,Trigger: Shell Invocation via Apt - Linux,Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux | Shell Invocation via Apt - Linux | File and Directory Discovery - Linux | Chmod Suspicious Directory | File Deletion
39,"sudo apt -o ""APT::Update::Pre-Invoke::=true; whoami; find /home -name '*.conf' 2>/dev/null"" update -qq",Shell_Invocation_via_Apt_attack39.log,Trigger: Shell Invocation via Apt - Linux,Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux | Shell Invocation via Apt - Linux | File and Directory Discovery - Linux | Chmod Suspicious Directory | File Deletion
40,"sudo apt -o ""APT::Update::Pre-Invoke::=whoami; echo ';'; find /home -name '*.conf' 2>/dev/null"" update -qq",Shell_Invocation_via_Apt_attack40.log,Trigger: Shell Invocation via Apt - Linux,Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux | Shell Invocation via Apt - Linux | File and Directory Discovery - Linux | Chmod Suspicious Directory | File Deletion
41,"sudo apt -oAPT::Update::Pre-Invoke::='sh -c ""whoami; find /home /root -name id_rsa -o -name \*.conf 2>/dev/null""' update -qq",Shell_Invocation_via_Apt_attack41.log,Trigger: Shell Invocation via Apt - Linux,Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux | Shell Invocation via Apt - Linux | File and Directory Discovery - Linux | Chmod Suspicious Directory | File Deletion
42,"sudo apt -oAPT::Update::Pre-Invoke::=""command -v whoami && find /home /root -name id_rsa -o -name *.conf"" update -qq",Shell_Invocation_via_Apt_attack42.log,Trigger: Shell Invocation via Apt - Linux,Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux | Shell Invocation via Apt - Linux | File and Directory Discovery - Linux | Chmod Suspicious Directory | File Deletion
43,"sudo apt -oAPT::Update::Pre-Invoke::=""set +e; whoami; find /home /root -name id_rsa -o -name *.conf"" update -qq",Shell_Invocation_via_Apt_attack43.log,Trigger: Shell Invocation via Apt - Linux,Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux | Shell Invocation via Apt - Linux | File and Directory Discovery - Linux | Chmod Suspicious Directory | File Deletion
44,"sudo apt -oAPT::Update::Pre-Invoke::=""(whoami; find /home /root -name id_rsa -o -name *.conf)"" update -qq",Shell_Invocation_via_Apt_attack44.log,Trigger: Shell Invocation via Apt - Linux,Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux | Shell Invocation via Apt - Linux | File and Directory Discovery - Linux | Chmod Suspicious Directory | File Deletion
45,"sudo apt -oAPT::Update::Pre-Invoke::=""timeout 1 whoami; find /home /root -name id_rsa -o -name *.conf"" update -qq",Shell_Invocation_via_Apt_attack45.log,Trigger: Shell Invocation via Apt - Linux,Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux | Shell Invocation via Apt - Linux | File and Directory Discovery - Linux | Chmod Suspicious Directory | File Deletion
46,"sudo apt -oAPT::Update::Pre-Invoke::=""nice -n 10 whoami; find /home /root -name id_rsa -o -name *.conf"" update -qq",Shell_Invocation_via_Apt_attack46.log,Trigger: Shell Invocation via Apt - Linux,Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux | Shell Invocation via Apt - Linux | File and Directory Discovery - Linux | Chmod Suspicious Directory | File Deletion
47,"sudo apt -oAPT::Update::Pre-Invoke::=""ionice -c3 whoami; find /home /root -name id_rsa -o -name *.conf"" update -qq",Shell_Invocation_via_Apt_attack47.log,Trigger: Shell Invocation via Apt - Linux,Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux | Shell Invocation via Apt - Linux | File and Directory Discovery - Linux | Chmod Suspicious Directory | File Deletion
48,"sudo apt -oAPT::Update::Pre-Invoke::=""true && whoami; find /home /root -name id_rsa -o -name *.conf"" update -qq",Shell_Invocation_via_Apt_attack48.log,Trigger: Shell Invocation via Apt - Linux,Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux | Shell Invocation via Apt - Linux | File and Directory Discovery - Linux | Chmod Suspicious Directory | File Deletion
49,"sudo apt -oAPT::Update::Pre-Invoke::=""whoami; find /home /root -type f -regex '.*id_rsa\|.*\.conf'"" update -qq",Shell_Invocation_via_Apt_attack49.log,Trigger: Shell Invocation via Apt - Linux,Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux | Shell Invocation via Apt - Linux | File and Directory Discovery - Linux | Chmod Suspicious Directory | File Deletion
50,"sudo apt -oAPT::Update::Pre-Invoke::=""bash -c 'whoami && find /home /root -name id_rsa -o -name *.conf'"" update -qq",Shell_Invocation_via_Apt_attack50.log,Trigger: Shell Invocation via Apt - Linux,Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux | Shell Invocation via Apt - Linux | File and Directory Discovery - Linux | Chmod Suspicious Directory | File Deletion
51,"sudo apt -oAPT::Update::Pre-Invoke::=""sh -c 'whoami'; sh -c 'find /home /root -name id_rsa -o -name *.conf'"" update -qq",Shell_Invocation_via_Apt_attack51.log,Trigger: Shell Invocation via Apt - Linux,Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux | Shell Invocation via Apt - Linux | File and Directory Discovery - Linux | Chmod Suspicious Directory | File Deletion
52,"sudo apt -oAPT::Update::Pre-Invoke::=""$(echo 'whoami; find /home /root -name id_rsa -o -name *.conf')"" update -qq",Shell_Invocation_via_Apt_attack52.log,Trigger: Shell Invocation via Apt - Linux,Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux | Shell Invocation via Apt - Linux | File and Directory Discovery - Linux | Chmod Suspicious Directory | File Deletion
53,"sudo apt -oAPT::Update::Pre-Invoke::=""$(printf 'whoami;find /home /root -name id_rsa -o -name *.conf')"" update -qq",Shell_Invocation_via_Apt_attack53.log,Trigger: Shell Invocation via Apt - Linux,Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux | Shell Invocation via Apt - Linux | File and Directory Discovery - Linux | Chmod Suspicious Directory | File Deletion
54,"sudo apt -oAPT::Update::Pre-Invoke::='eval ""whoami; find /home /root -name id_rsa -o -name *.conf""' update -qq",Shell_Invocation_via_Apt_attack54.log,Trigger: Shell Invocation via Apt - Linux,Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux | Shell Invocation via Apt - Linux | File and Directory Discovery - Linux | Chmod Suspicious Directory | File Deletion
55,sudo apt -oAPT::Update::Pre-Invoke::='command whoami; find /home /root -name id_rsa -o -name *.conf' update -qq,Shell_Invocation_via_Apt_attack55.log,Trigger: Shell Invocation via Apt - Linux,Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux | Shell Invocation via Apt - Linux | File and Directory Discovery - Linux | Chmod Suspicious Directory | File Deletion
56,"sudo apt -oAPT::Update::Pre-Invoke::='bash -c whoami;bash -c ""find /home /root -name id_rsa -o -name *.conf""' update -qq",Shell_Invocation_via_Apt_attack56.log,Trigger: Shell Invocation via Apt - Linux,Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux | Shell Invocation via Apt - Linux | File and Directory Discovery - Linux | Chmod Suspicious Directory | File Deletion
57,sudo apt -oAPT::Update::Pre-Invoke::='touch /tmp/test; whoami; find /home /root -name id_rsa -o -name *.conf' update -qq,Shell_Invocation_via_Apt_attack57.log,Trigger: Shell Invocation via Apt - Linux,Syslog Clearing or Removal Via System Utilities | Chmod Suspicious Directory | Local System Accounts Discovery - Linux | Shell Invocation via Apt - Linux | File and Directory Discovery - Linux | Execution Of Script Located In Potentially Suspicious Directory | File Deletion
58,sudo apt -oAPT::Update::Pre-Invoke::='alias whoami=whoami; whoami; find /home /root -name id_rsa -o -name *.conf' update -qq,Shell_Invocation_via_Apt_attack58.log,Trigger: Shell Invocation via Apt - Linux,Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux | Shell Invocation via Apt - Linux | File and Directory Discovery - Linux | Chmod Suspicious Directory | File Deletion
59,"sudo apt -o ""apt::update::pre-invoke::=find /home /root -name 'id_rsa' -o -name '*.conf' 2>/dev/null"" update -qq",Shell_Invocation_via_Apt_attack59.log,Trigger: Shell Invocation via Apt - Linux,Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux | Shell Invocation via Apt - Linux | File and Directory Discovery - Linux | Chmod Suspicious Directory | File Deletion
60,"sudo apt -o ""apt::update::pre-invoke::=whoami; find /home -name 'id_rsa' -o -name '*.conf'"" update -qq",Shell_Invocation_via_Apt_attack60.log,Trigger: Shell Invocation via Apt - Linux,Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux | Shell Invocation via Apt - Linux | File and Directory Discovery - Linux | Chmod Suspicious Directory | File Deletion
61,"sudo apt -o ""apt::update::pre-invoke::=find /home -name '*.conf'"" update -qq",Shell_Invocation_via_Apt_attack61.log,Trigger: Shell Invocation via Apt - Linux,Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux | Shell Invocation via Apt - Linux | File and Directory Discovery - Linux | Chmod Suspicious Directory | File Deletion
62,"sudo apt -o ""apt::update::pre-invoke::=find /home /root -name '*.conf'"" update -qq",Shell_Invocation_via_Apt_attack62.log,Trigger: Shell Invocation via Apt - Linux,Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux | Shell Invocation via Apt - Linux | File and Directory Discovery - Linux | Chmod Suspicious Directory | File Deletion
63,"sudo apt -o ""apt::update::pre-invoke::=whoami; find /home"" update -qq",Shell_Invocation_via_Apt_attack63.log,Trigger: Shell Invocation via Apt - Linux,Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux | Shell Invocation via Apt - Linux | File and Directory Discovery - Linux | Chmod Suspicious Directory | File Deletion
64,"sudo apt -o ""apt::update::pre-invoke::=find /home /root"" update -qq",Shell_Invocation_via_Apt_attack64.log,Trigger: Shell Invocation via Apt - Linux,Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux | Shell Invocation via Apt - Linux | File and Directory Discovery - Linux | Chmod Suspicious Directory | File Deletion
65,"sudo apt -o ""apt::update::pre-invoke::=find /home -name '*.conf' 2>/dev/null"" update -qq",Shell_Invocation_via_Apt_attack65.log,Trigger: Shell Invocation via Apt - Linux,Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux | Shell Invocation via Apt - Linux | File and Directory Discovery - Linux | Chmod Suspicious Directory | File Deletion
66,"sudo apt -o ""apt::update::pre-invoke::=whoami; find /home /root"" update -qq",Shell_Invocation_via_Apt_attack66.log,Trigger: Shell Invocation via Apt - Linux,Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux | Shell Invocation via Apt - Linux | File and Directory Discovery - Linux | Chmod Suspicious Directory | File Deletion
67,"sudo apt -o ""apt::update::pre-invoke::=whoami; find /home /root -name '*.conf'"" update -qq",Shell_Invocation_via_Apt_attack67.log,Trigger: Shell Invocation via Apt - Linux,Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux | Shell Invocation via Apt - Linux | File and Directory Discovery - Linux | Chmod Suspicious Directory | File Deletion
68,"sudo apt -o ""apt::update::pre-invoke::=find /home /root -name '*.conf'"" update -qq",Shell_Invocation_via_Apt_attack68.log,Trigger: Shell Invocation via Apt - Linux,Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux | Shell Invocation via Apt - Linux | File and Directory Discovery - Linux | Chmod Suspicious Directory | File Deletion
69,"sudo apt -o ""apt::update::pre-invoke::=find /home -name '*.conf' 2>/dev/null"" update -qq",Shell_Invocation_via_Apt_attack69.log,Trigger: Shell Invocation via Apt - Linux,Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux | Shell Invocation via Apt - Linux | File and Directory Discovery - Linux | Chmod Suspicious Directory | File Deletion
70,"sudo apt -o ""apt::update::pre-invoke::=whoami; find /home -name '*.conf' 2>/dev/null"" update -qq",Shell_Invocation_via_Apt_attack70.log,Trigger: Shell Invocation via Apt - Linux,Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux | Shell Invocation via Apt - Linux | File and Directory Discovery - Linux | Chmod Suspicious Directory | File Deletion
71,"sudo apt -o ""apt::update::pre-invoke::=find /home -name 'id_rsa' -o -name '*.conf'"" update -qq",Shell_Invocation_via_Apt_attack71.log,Trigger: Shell Invocation via Apt - Linux,Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux | Shell Invocation via Apt - Linux | File and Directory Discovery - Linux | Chmod Suspicious Directory | File Deletion
72,"sudo apt -o ""apt::update::pre-invoke::=find /home /root -name '*.conf' 2>/dev/null"" update -qq",Shell_Invocation_via_Apt_attack72.log,Trigger: Shell Invocation via Apt - Linux,Syslog Clearing or Removal Via System Utilities | Local System Accounts Discovery - Linux | Shell Invocation via Apt - Linux | File and Directory Discovery - Linux | Chmod Suspicious Directory | File Deletion
